Complaint_id,Complaints,Category,Intent
C001836,"Provide provision to submit an inquiry, or contacting customer care. Since you are the service providers, the app should work when connected to airtel network even with no data package, (when its expired and needs to be recharged). Hope it uses less data, ways of using up the subscribers data, now our entire estate has zero network reception, mast seems completely down.",Network Quality,total_outage
C001837,"Unable to login and register error message ,not a glo number",Mobile Data,abnormal_data_drain
C001838,"Afrer setting up my account on the app, I'm still not able to send money, not even airtime top up, it's says my account is not synced with the system. For this, I could've give a Zero star but unfortunately google store have no Zero star. Please fix your problem and stop giving customers stress and headache and mobile reception has gone completely blank on my phone.",Network Quality,total_outage
C001839,Im having 12+GB and it's telling me my balance is low. The last update is useless,Billing & VAS,unexplained_deduction
C001840,The app has eaten up my 300naira all in d name of I should transfer 50naira from my bank app without giving me the loan each time I transfer 50naira that gets into this app it will tell me I should try again and use strong network.This is fraudulent act.You deserve no star unless you disburse the money and I will come back and delete this review and airtime keeps disappearing daily due to forced CRBT ringback tune deductions.,Billing & VAS,forced_subscription
C001841,"i dont know whats wrong ive been trying to apply for new loan but it is just declined though i knew i pay late...But ive recharge and do so many transaction but have not been able to apply for new, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001842,and I went to your website not working and customer service line same thing they did not receive my call blocked me and my money is gone still a one star,Network Quality,frequent_call_drops
C001843,"it's nice App n fair service, just your flex loan need to come in cash not just for Data n Bills alone and it's always deceive my dashboard Balance and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C001844,"Good app but please work on your electricity services when it comes to generating prepaid tokens. I can't even recharge at midnight, much delay... that's bad and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C001845,"I gave the app 3 star the app used to uninstall itself on my phone if i switch off my phone so i always reinstall the app which is wasting of data,but though i can later found solution for the issue, i would love to give the app 5 star, stop renewing VAS packages on my line without my approval.",Billing & VAS,forced_subscription
C001846,"I would give no stars if possible. Terrible mistake I made was to update the app. It kept snapping out, and even after uninstalling and restalling, it would say network issues. Fix this or I'm deleting it for good and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C001847,"Pls sort out Airtel signal in Calabar, we can't make calls or receive OTP codes.",Network Quality,frequent_call_drops
C001848,"I have not collected any data since i downloaded the app and i downloaded the app in expectance of the 1gb data. That's very bad, don't promise people stuffs you can't do, now every business call I make cuts off unexpectedly, please check your transmission mast.",Network Quality,frequent_call_drops
C001849,This app is a wastage ...on downloading app I opened it and it took 2 hours plus without opening and all ma data used up still cudnt enter the OTP!!!! .... WTH it's a NO for me but my airtime was forcefully deducted for a daily horoscope service I never opted into.,Billing & VAS,forced_subscription
C001850,"First experience with this App is disappointing. Tried buying EKEDC units unsuccessfully. Money has been deducted, and I still haven't gotten to the units to enable me recharge, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C001851,"I tried buying a glo data bundle on my glo number but unknown to me my airtel number that I registered opay with was the one in the input field and yet the transfer was successful. Why should it be successful!!! Buying a different network data plan on another network. Now the money is gone and I didn't get the data on either of my numbers. I tried reaching the customer support. It's either no response or a nonsense response. I'm angry 😡😡. Please do something about this. Fix this problem, stop renewing VAS packages on my line without my approval.",Billing & VAS,forced_subscription
C001852,"Hello Palmpay, I've not been able to upgrade to tear 2 cos you won't send a verification to my bvn registered number. Pls fix this up.",SIM Services,sim_barred_nin
C001853,"I'd give 5 stars but I'm really upset with this app. I used to enjoy it before several updates and used to market for it usually but these days its so poor. It refuses to deduct money from account to complete transactions and even the favourable offers were removed, now our entire estate has zero network reception, mast seems completely down.",Network Quality,total_outage
C001854,"The webpage for Hynetflex bundle purchase using bank card isn't available and I need to recharge. Tried to drop a feedback on the app (with proof) as well, it's not going through. What's the essence??!",Billing & VAS,unexplained_deduction
C001855,"A friend recommended this app i thought is one of those crazy app but no Fairmoney is different from those scammers, exploiters. This app quick to disburse, easy to navigate. I recommend it to all in need of quick cash. But the loan amount is too small if u can increase it. Also the data collection is too much and now auto-renewal is debiting my airtime despite sending STOP to deactivate this service.",Billing & VAS,forced_subscription
C001856,"The network is very slow, sometimes you can't get through. Since you have many people using your apps, please upgrade your Internet facility, but my phone has been showing 'Emergency Calls Only' and completely zero signal bars all day.",Network Quality,total_outage
C001857,"The app is very annoying. I recharged my line using card payment via the app 2 days ago. After showing transaction successful on the app, it later showed invalid signature while Mtn debited my account & an email from Mtn confirming the transaction, I haven't been credited till now. You the team wasn't able to handle card payments via the app, then why take people's money without creditng them? With no help from the customer support.",Billing & VAS,unexplained_deduction
C001858,"ZERO STARS TO THEM This opay is very useless, be very careful with the money you put, because once you have any issues like losing your number or issues that will not allow you access your account just forget about your money because they will never respond to your complain, there call line will not go through, they won't reply your mail, they will also not review your complain on the app support BE CAREFUL SCAMS ARE EVERYWHERE DONT TRUST YOUR MONEY WITH OPAY/PAYCOM OR OPAY DIGITAL SERVICE, and I was sent a fraudulent SMS asking for my USSD transaction pin.",Fraud,reported_scam
C001859,"You did to change tge network server, Send money will be late and to receive money will also be late , since yesterday, balance unavailable. You need to copy gbank okay and una just auto-renewed caller tune without my consent, kindly stop this unsolicited VAS debit.",Billing & VAS,forced_subscription
C001860,"I have a very bad experience with your loan policies and I regretted ever using ur app. Firstly, I was charged 40% interest just for 3 weeks. Secondly, the option of 3 months repayment plan is a total scam. It does not exist. Before 3 weeks you will start receiving threat and harrasment from their staffs. Infact, I will never recommend Ocash for anyone that need a quick loan. They don't have grace for defaulters, and their customers service is (-)10%. If you doubt my review go n try it",Fraud,reported_scam
C001861,The app is frustrating. I don't see any reason it should be logged out after some days. Login then requires OTP. Also the cheap options available when using USSD code doesn't reflect on the app when purchasing data.,Billing & VAS,unexplained_deduction
C001862,MTN network coverage in Warri is totally useless. No single signal bar inside house.,SIM Services,sim_barred_nin
C001863,"Just downloaded the app, I'm unable to get the 6digits otp to sign up. When they finally send it, it has expired. Work on your network issues, because I will uninstall the app from my phone, and I was sent a fraudulent SMS asking for my USSD transaction pin.",Fraud,reported_scam
C001864,"I've been having issues logging in, and when I do, it doesn't show my number, my linked numbers, my airtime balance, and my data balance. Something about the recent update made it worse",Billing & VAS,unexplained_deduction
C001865,My Airtel line is barred despite submitting my NIN verification details at your office in Kaduna.,SIM Services,sim_barred_nin
C001866,new fcc internet rules slowing down system,Mobile Data,abnormal_data_drain
C001867,"Horrible the app doesn't open on time. If I make a transaction it will say not sent on for it to have sent thrice. Do you guys want to run me into bankruptcy? To check my balance on the app I couldn't. Only to use used code and have 50naira deducted. Deducted for what, what rubbish since when did Airtel begin to deduct 50 naira, a whole 50 naira to check airtime balance. Most horrible, you guys better work on your app, think isn't the first time it is doing rubbish.",Billing & VAS,unexplained_deduction
C001868,"This app is so annoying, i cant even verify my email... I cant even use the app when my location and data is on and it keep saying that my data and location is off... Fix it bugs seriously or i'm uninstalling it only to find out you enrolled my line into an unauthorized game club service and deducted my balance.",Billing & VAS,forced_subscription
C001869,"Recently, it has been difficult using this app. Login, checking transactions,seeing available balance or even to do basic things like to recharge your line is a problem. I switched networks for it and it's the same. The developers should update this app. Maybe then it can be better, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C001870,"I don't know what is happening for the past few days I've been unable to subscribe my MTN number which have been making my business frustrating please work on MTN data purchase and another thing I've also experienced is that it's now taking time to receive transaction alerts unless when you log in to the App please work on it please we're your customers please improve on the system malfunction, call ended unexpectedly keeps showing every time I dial any line.",Network Quality,frequent_call_drops
C001871,"I recently reinstalled this app and it keeps telling me to always use Airtel data to use it, I mainly use WiFi, why do I always have to switch to data whenever I want to do anything... Is this a recent thing? It wasn't doing that before I reset my phone!! It was so good, but now... Also, please show accurate charges in the summary when withdrawing money... Now it also asks to change network when I'm using Airtel internet. Just rollback the app to the previous and my SIM was restricted with prompt to visit office for NIN biometric capture.",SIM Services,sim_barred_nin
C001872,Very slow an Very poor Please what is d u se of the upgrade?,Mobile Data,slow_internet
C001873,"Like the app, it's very nice and convenient to use but trying to update but it kept on downloading and am running out of data. Seems there is something wrong with the update and now auto-renewal is debiting my airtime despite sending STOP to deactivate this service.",Billing & VAS,forced_subscription
C001874,"Nothing works, I can't even recharge electricity,. I keep getting error contact buy power. I had to search Google to download the older version of this app and my line was disconnected, stating my NIN registration status is invalid.",SIM Services,sim_barred_nin
C001875,Worked well the order day. Now says SIM not registered. Now not working. Sent an email and screenshot...,SIM Services,sim_barred_nin
C001876,@GloCare I have been unable to recharge via recharge pin. I have loads of recharge pin here. What's going on?,Billing & VAS,unexplained_deduction
C001877,"Slow. Buggy. Ah. Too slow jare. I'm sure your developers send backend requests for every page load. Hire a good mobile engineer. I'm not even going to talk about the network issues. Twice I've been debited without refunds when paying electricity bills. Once I exhaust the funds I have in there that will be the end of it. I've tried. You're always giving me headache everytime as if you're the only bank, but my phone calls keep dropping abruptly every 30 seconds.",Network Quality,frequent_call_drops
C001878,"To be honest, I've never given an app 1 star in my life but this has gone on for far to long. This app has always been unstable but recently it has become exponentially worse. I tried to recharge one of my lines that was in the app, I clearly selected the number I wanted to recharge, but after the transaction was completed, I'm seeing that the airtime went to another number that is linked to my main number on the app. I think the app should be taken down until these things are fixed.",Billing & VAS,unexplained_deduction
C001879,"Worse.. why is this app works only when you have data.. I thought it should be working both online and offline.. even I have uninstalled it from my phone, but my line was barred despite submitting my NIN details for verification last week.",SIM Services,sim_barred_nin
C001880,"They are the worst app I ever use ...They Can frustrating you by debit your account with unknowning transaction and also to do transfer at time nah war ...your transfer we write successful oh but not going this is very bad in fact I regret banking with you ... .am collecting my 1 star back oh because you guys don't deserve any star at all... Very useless bank and app Your network is so annoying, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C001881,"I will be uninstalling your app after payment... I have just uninstalled your app from my phone, please why is the security plugin still remaining in my phone? I am worried about the safety of my data and files, most especially, not to be locked out of my phone by you guys. I officially hate your app. It's all evil beauty. ""REMOVE THE PALM PAY SECURITY PLUGIN FROM MY PHONE IMMEDIATELY"", but every outgoing call disconnects immediately the other party picks up.",Network Quality,frequent_call_drops
C001882,"Gt banking app is no trust Worthy, we ever I recharge airtime they will debit me without crediting the airtime, and I was sent a fraudulent SMS asking for my USSD transaction pin.",Fraud,reported_scam
C001883,This app is so trash. It always logs me out and If I try to log back in it say that there is a connection problem. Even the airtel app is better than this. The mtn app is very slow and takes time to load buttons,Mobile Data,slow_internet
C001884,"Riders are slow to response After upgrading, the apps keeps telling me to set a high accuracy location settings till I was forced to delete and reinstalled and now I can log in with my old number and the money in my wallet is no where to be found and the most painful thing is that the apps keeps telling me to set a high accuracy location settings... You have to do something about your silly network and nonsense apps and I cannot complete one single voice call without the network cutting off suddenly.",Network Quality,frequent_call_drops
C001885,Leave the app you guys network is messed up upon the rubbish network u guys want me to download the app,Mobile Data,slow_internet
C001886,"Am very very pissed with you guys and your customer service, because I used my kuda card withdrawn cash in UBA ATM machine but I was debited twice 5,000 each and the money was not giving and I report to your customer about my 10,000 but they are not picking up my calls and keep buying my recharge card and I sent the id number and file the report also screenshot but you guys refuse to return my 10,000 am very disappointed in your customer service. I need my money back please please, but fraudsters are using this network line to send fake credit alerts to unsuspecting people.",Fraud,reported_scam
C001887,"You guys did not try at all.... Very poor performance and slow in everything and you must always get OTP whenever you want to login, in fact I hate this app😔😔😔",Mobile Data,slow_internet
C001888,"horrible user experience, this is a pathetic excuse of an app can't check my balance can't even buy data rubbish",Billing & VAS,unexplained_deduction
C001889,MTN is actually frustrating me so bad I can barely watch a 30 second clip without turning airplane mode on and off like 3 times It’s even affecting my posting now Which network is good in Ibadan?,Mobile Data,slow_internet
C001890,God forbid this app!!! what nonsense 😒 the developers should work on this app thoroughly because why would an app be taking days to load (endless loading screen) unlike other network apps. Glo app is wack and I might consider another network provider soon,Mobile Data,slow_internet
C001891,"You guys really need to fix this app Or should I say your network. Cause the app has a lot of network issue and say things like taking too much time and stuff and it's so annoying and sometimes eventually the transaction goes through And yes I can't even get to see me transaction history That's just sad How do I know money left my account or came in Even reloading to see available balance doesn't work, may be till after 5 to 10 trys.. please do something about this. Thanks, but my phone has been showing 'Emergency Calls Only' and completely zero signal bars all day.",Network Quality,total_outage
C001892,I can't see the option of linking number. How do I link my second line to this one?,Mobile Data,abnormal_data_drain
C001893,"The app experience was ok on the number side, however if one wants to swipe to Airtel money tab, the app displays the balance in the wallet before one even enters the pin, this is not good especially if the phone is been used by more than one person...not cool...will install it once that has been fixed..all in a the user interface is intuitive, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C001894,"Sorry I can't give any star cuz this app is now the worst app ever, paying with my card they will deduct my money from my account and it won't show or credit you on the app. This is now a scam",Billing & VAS,unexplained_deduction
C001895,Very useless network app mtn go frustrate una if you try download the app cause your network no go open anything for te app They better fix it now,Mobile Data,slow_internet
C001896,"I love the app, great but the sim network is so slow, I hate ii with passion, so irritating.",Mobile Data,slow_internet
C001897,Your money will be deducted but you won't be given the Data or airtime you bought and my voice call keeps muting and dropping due to unstable cell coverage.,Network Quality,frequent_call_drops
C001898,9mobile data no dey browse since morning for Kaduna. Full 4G bar but nothing dey load.,SIM Services,sim_barred_nin
C001899,"I just downloaded this app, got registered and i was giving #500 free bonus but when i try to use the money to purchase data or airtime is not working out and i tried more than twice not working out. Even when i fund my account all the bonuses i can't still use them. I want to purchase Airtel data not working out. I am getting more confused, now our entire estate has zero network reception, mast seems completely down.",Network Quality,total_outage
C001900,"Imagine having money in my account and I can't withdraw since yesterday, the customer service I called didn't do anything since morning I called another this afternoon be was listening and not saying anything wasting my call card another one I spoke with again telling me to wait till 24hrs for my account to be open, I don't get why did they blocked my account I really want to understand that , I need my money right, you-all are a thief , I need my account to be open right now .😡😡😡😡😡😡",Network Quality,frequent_call_drops
C001901,There is no button to link another mtn number owned by me on your app...,Mobile Data,abnormal_data_drain
C001902,"unlike other network platforms, no bonus on recharge from the app..when you check out Airtel app, glo, has been good in this area when you recharge with their app and mobile reception has gone completely blank on my phone.",Network Quality,total_outage
C001903,Every call I make on 9mobile dey drop after 30 seconds. Fix your mast in Calabar! Pls help!,Network Quality,frequent_call_drops
C001904,"Thank God for having this app I got so many experiences using uba mobile banking. I can now transfer money ,buy airtime and do much more from my Android phone using this app . Dear brother/sist ,It's the easiest way to transfer or send money! Download it and use it 😍, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C001905,We need a 4g antenna at Kikorongo. The network for both MTN and Airtel is very bad in Kikorongo.,Mobile Data,slow_internet
C001906,MTN can do better than this. The app is not updating and very slow even with MTN network,Mobile Data,slow_internet
C001907,"I have never seen an app with such a poor customer service like palmpay. I tried funding my account to buy credit, the amount has been deducted from my mobile wallet but it hasnt appeared in my palmpay account. Their customer services seems offline all the time. I wont recommend this app to any of my friends and the SIM was blocked with an error message saying NIN linkage is required immediately.",SIM Services,sim_barred_nin
C001908,"Useless app. Don't download. I am giving this app 1 star because I can't give it less. Airtel simply avoids you reaching their customer care. I called the 111 number and there was no option to talk to an agent (can you imagine?) So, I downloaded this app, trying to find a chat option, but guess what, there is none, the number to call, if you dial it... they take your call credit... Zero customer care, poor services and an app built to make you spend on them... Very sad.",Billing & VAS,unexplained_deduction
C001909,"I hate when u keep telling me thank you for contacting us. Instead of dokng the needful to fixed the problem and save people from all of this mess. Everything about this app is annoying , network problem always making my business to be slow and slogish . Now i have been debited without the person receiving the money 😡, but my phone has been showing 'Emergency Calls Only' and completely zero signal bars all day.",Network Quality,total_outage
C001910,"I can't seem to get past the verification area, the otp message isn't sent to my number 🤔😡",Mobile Data,abnormal_data_drain
C001911,9mobile just deducted 250 naira from my main balance without any phone call or data usage. Pls help!,Billing & VAS,unexplained_deduction
C001912,"everybody beware from palmpay this guy's are criminals, I created a palmpay account few days later I got a text that my loan is due at first I was shocked and brushed it off as scam but the message kept coming then I entered the app only to see the loan this stupid people dropped there but didn't deposit the money so I'll say ok fine the money is here. I am not going to pay a dime 😡😡😡😡",Fraud,reported_scam
C001913,what's the essence of having this if one can't refresh and get updated balance in real time. pathetic,Billing & VAS,unexplained_deduction
C001914,"Why Am I only Limited to Using Airtle Data Network To Transact on This App.. The Data Network is Terribly Degraded!!! It takes time Just to Open and Load App on Net... And Yes I am Using a Big Fon and Yes I have tried on Other users fon And Yes I do Have enough Data, then una start deducting 50 naira daily for magic voice subscription that I never requested.",Billing & VAS,forced_subscription
C001915,The app is misfunctioning am on able to see my data balance it keep loading for like 30minute,Billing & VAS,unexplained_deduction
C001916,"I still can't make a transfer, though I was able to recharge my MTN line, but that was the only thing that worked on the App. I tried several transfer but non was successful, I kept getting a message to try again after 3minutes and mobile reception has gone completely blank on my phone.",Network Quality,total_outage
C001917,"It would really be nice if you could do something similar to what you do for Facebook, giving about 20mb free to access Facebook in free mode. It just doesn't make sense that I must have data to access my service provider's app, a whole MTN! It's frustrating honestly. It means it will be difficult or even impossible to recharge from the app to even activate a data plan at least, amidst other important things. One would expect better from a telecom giant.",Billing & VAS,unexplained_deduction
C001918,Downgrading. This app got upgraded and downgraded simultaneously. The option that shows your call records was wiped out and replaced with some petty and irrelevant options. Put the option for call records back,Mobile Data,abnormal_data_drain
C001919,every call i make on 9mobile dey drop after 30 seconds. fix your mast in calabar!,Network Quality,frequent_call_drops
C001920,"momo.psb is a complete waste of time, I deposited money for data subscription,up till now I've not been able to subscribe citing accounts dormant as an excuse. they gave several codes for the account to be deactivated all zero.after asking for niin and all.its frustrating, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C001921,"Why is that when you want to close your palm pay account you do require for us to provide our necessary details like taking a picture of your NIN is part of the procedures you require for account closure can't you just close ypur account without the necessary hassle the other day i bought airtime about 1000 for someone the person didn't see it but on my app it was said successful i tried closing my palmpay account after going through all the procedures you people didn't close my account, stop renewing VAS packages on my line without my approval.",Billing & VAS,forced_subscription
C001922,"it shall not be well with you for charging 3.2 gb 750 without using it you then seize it again.you are the stupidest network so far, I've not use data without owning you,yet the data is exhausted.",Mobile Data,abnormal_data_drain
C001923,"This version is not interesting like the old version. Please restore to the old version coz login in with two accounts is very easy and besides, when you go to ME, your funds in CASHBOX & BALANCE are displayed simultaneously. Thank you and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C001924,"your resolution said my complaint had been cleared but, till now my airtime recharge has not been credited to my number, and a scam message came in offering fake lottery winnings with a malicious link.",Fraud,reported_scam
C001925,There should be a way people can always get back there account when they lose number. Probably through NIN registered with their account. My money is still hanging,SIM Services,sim_barred_nin
C001926,"The app does not show in details the data bundle balances the way they are shown in sms feedback, but I cannot make calls because customer care barred my SIM without prior notice.",SIM Services,sim_barred_nin
C001927,"Very poor. Nobody should use this service. I repeat, Nobody should have to go through this ordeal I'm going through right now. My phone has been barred from any activity since 4 days! What wickedness! You call their line, it's balderdash! You can't access your email to even get in touch with 'em. Nonsense app!",SIM Services,sim_barred_nin
C001928,"I dont know what is happening these days, when I transfer money to my opay account it takes more than one week before it can appear and I cant recharge again, even now I just transfer 5k to my account but it fails to appear and I want to use it to purchase data, this has happened to me more than 4 times I was just excusing them but now immediately I receive my money I will uninstall the app and find another better one, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001929,"Would've given 5star but the app doesn't support airtime recharge for all network providers, which excluded Globacom, kindly don't hesitate to take this into action please, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001930,"Very useless here in Kenya, nice offers but the internet keeps on hanging n whenever you call customer service they tell you that they have confirmed it's ok maybe the problem is with your phone Annoying. U don't think you even deserve that star I gave u and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C001931,"Network issues Slow to load, slow to open items and slow in network connectivity. I don't know why you guys haven't fixed this and my SIM was restricted with prompt to visit office for NIN biometric capture.",SIM Services,sim_barred_nin
C001932,i click on the 'continue' button to finish and make a transfer but it doesnt work. i havent been able to make a transfer or even recharge since the upgrade and calls cannot last up to one minute without dropping completely.,Network Quality,frequent_call_drops
C001933,Haba mtn nah... I've been trying to login to the app since yesterday all to no avail. I had to uninstall and reinstall yesterday still the same thing. What's going on nah,SIM Services,sim_barred_nin
C001934,"Takes to long to recharge .Can't even share airtime and data in the new update and my line was disconnected, stating my NIN registration status is invalid.",SIM Services,sim_barred_nin
C001935,"The App has become progressively slow over the past months and troubled by poor network. Too many times, I couldn't even check my balance or make any transactions on the app. It's just terrible for a well-renowned bank like UBA. Drastic improvements need to be made, but fraudsters are using this network line to send fake credit alerts to unsuspecting people.",Fraud,reported_scam
C001936,"First bank is a scammer, I will pay for airtime,I will be debited, but money will not come to my number. I did complained on your facebook page and Instagram handle, no response. Fake App, fake bank. 𝙁𝙤𝙤𝙡𝙞𝙨𝙝 𝘽𝙖𝙣𝙠 🏦. 𝘼𝙥𝙥 𝙙𝙤𝙣'𝙩 𝙬𝙤𝙧𝙠. 𝙄𝙩 𝙨𝙪𝙘𝙠𝙨 👎🤦‍♂😓 𝙖𝙡𝙬𝙖𝙮𝙨. 𝙄𝙙𝙞𝙤𝙩𝙞𝙘 𝙥𝙚𝙤𝙥𝙡𝙚, kindly unbar my SIM line, I have already updated my NIN credentials at your center.",SIM Services,sim_barred_nin
C001937,"This rating is for Airtel India as there is already rated 1 star..so pass this message to Airtel India. You guys find always find a way to irritate users as i didn't had main Balance and my validity expired. Amd when i am trying to recharge it. It is not giving me my bank OTP which is registered with this number while Airtel OTP are coming. So how can i recharge my number idiots. When you block messages too... So Lets PORT, line suddenly barred from making calls with message requesting NIN update.",SIM Services,sim_barred_nin
C001938,"this app is nonsense. using it is a risk. their customer care are just there to postpone your issues until u get tired. when you make a deposit, most times u are debited from your bank but not credited at opay. if u complain they dont fix it. opay is a scam and I cannot complete one single voice call without the network cutting off suddenly.",Network Quality,frequent_call_drops
C001939,"Slow in responding, 2 no where to lay down complain of failed transfer, except u go to the bank, first bank have it. 3 no where to install ur picture in the app, the last bet not the least for the past two years now zenith Bank is the worst bank in Nigeria if not Africa in terms of NETWORK and failed transaction and not refound, Zenith Bank no longer work according to their name and my voice call keeps muting and dropping due to unstable cell coverage.",Network Quality,frequent_call_drops
C001940,"I upgrade my app and I saw fairlock whatever and I did activate it then my fairsave wallet gone, gone with my money on it, I can't see it anymore, not even on the app, let's assume it turned into fairlock can't I atleast see the wallet, funny enough I want to use the money by tomorrow morning, in June 17th 2022 at 10:23am I did I transfer from my fairsave wallet to my account they say said ""Opps"" network whatever and I was debited 4k, till date I have not been refunded now 38k and fraction, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001941,This apps is too slow and is functioning well 😔,Mobile Data,slow_internet
C001942,Palmpay is the most worst app I have ever seen in my entire life useless app the first day I open my account dat when I start having issue My account was frozen and I was told dat dey suspect fraudulent transaction and the two account dat transfer are my account dis is d one month I have been call d useless customer service too dey are just ranting nonsense if u have not yet open their account better don't open it cus u will have problem with them b warn oo,Network Quality,frequent_call_drops
C001943,I have over 10Gb and the app is saying my balance is too low to gift my mum data. Please return us to the previous app.,Billing & VAS,unexplained_deduction
C001944,"It make payments and recharge quicker but not all data plans are found there, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001945,"Your app is frustrating. Today you will experience loading error, tomorrow it will be telling you your number is not a glo number. Now they will tell us to be supporting our own made stuff. You people are joking.",Mobile Data,abnormal_data_drain
C001946,"I requested for a debit card, I got a shipment notification, then when I tracked it, it was saying something else, I chat with OPAY-CSA-1146-MOTUNRAYO, in the middle of the chat, she disappeared, nothing was done till now. You're running a poor IT customer service Another thing is your reward, whenever I clicked on it, the message that I get is you're been temporarily suspended. I tried to find out what I've done wrong. I got no response till now. SHAME ON YOU, got a fraudulent call asking me to pay money to unblock my phone line.",Fraud,reported_scam
C001947,"This app is really getting on my nerves, want to purchase data and gets stuck on the way now I have to restart from the beginning only to get to same stage and gets stuck again developers pls do a total review",Mobile Data,abnormal_data_drain
C001948,"Why do my palmpay required update every day after updating it When my phone went off after putting it on My palmpay always tells me to update again after using latest version Meaning of all this assuming I don't really have enough data to update it and I have urgent transaction to do? Is that how you will disappoint me ? Is better u change this is rubbish oo Thou I love the transaction everything goes successful but try to amend this main issue for me. Thanks, then I received a suspicious phishing text claiming my bank account is blocked via this line.",Fraud,reported_scam
C001949,"After updating the app,it cant open. It always like no internet connection. I have cleared all cache, restarted the phone, downloaded the app again but nothing seems to work. This is frustrating and I cannot complete one single voice call without the network cutting off suddenly.",Network Quality,frequent_call_drops
C001950,"Good app, but I give one star because I was scammed onto downloading on the promise of a 50gb data bonus. I got nothing",Mobile Data,abnormal_data_drain
C001951,"It seems to me that the Palmcredit is fraud . Imagine ! I took N20,000 from this guy's , only for me to pay back, their network was bad and I left enough money on my bank account to enable them remove as they used to, but instead, they removed only N3,782 &N7,061 then when I noticed that, I paid N14500 offline , to complete the payment . To my greatest dismay, they removed another N8,390, N4,120, and N2,120 from my Account . I complained to them severally, up till now, nothing is done.",Fraud,reported_scam
C001952,Payment for data and airtime stopped working on the app.,Billing & VAS,unexplained_deduction
C001953,airtel abeg fix ur internet for calabar. since 2 days now we dey struggle with 2g/e speed.,Mobile Data,slow_internet
C001954,Pls unbar my MTN line. I have uploaded my NIN slip on the app three times already.,SIM Services,sim_barred_nin
C001955,"Airtel Nigeria is the most ridiculously shamelessly disappointing network service provider made up of bunch of clueless clowns calling themselves customer care service agent better put as customer disservice agents that can't rectify an issue caused by their useless network, cutting me off line since Friday evening probably to rip me off the internet service I subscribed to ...... Customer ripper agents do the needful and perfectly fix the issue with my line, please investigate this line because con artists are using it to impersonate telecom agents.",Fraud,reported_scam
C001956,"Jumia what's wrong with the app. I have been trying to log in since yesterday it keeps telling me ""Sorry we couldn't load content"". I have clear catch and clear data, I have uninstall and install and yet having same issue. Don't tell me my network is poor bcs it same network am using to send msg, the same network I still use in opening ailexpress. So please fix the problem. Thanks, now every business call I make cuts off unexpectedly, please check your transmission mast.",Network Quality,frequent_call_drops
C001957,"What is going on with this MTN app, the update is just so annoying, I did a total sum of 5,500 airtime on my MTN line so that I can buy data from my mtn app, I can't access the app you guys refuse to send otp. This is so frustrating I'm blaming myself that I should have done the data directly from OPAY if had known this is nonsense you people will perform this night. Please you guys should resolve this issue o because I want to work now 😐",Billing & VAS,unexplained_deduction
C001958,This is a scam. After putting all my info . They still request for my atm card info and yet the aplication comes out error . I'm using a 4G network and yet when it got to the last stage after taking my debit card details . It says network error . I tired it again as many times as I can and yet error . This is really bad. Thus scan is real . So now my personal details is stolen . This is really bad,Fraud,reported_scam
C001959,"This app is the worst ever , I actually only enjoyed this app the first two times I used it, I notice that when I try to recharge my phone , the processes are slow, and I ahve to restart it also when I recharge I will get debited but It takes a lot of time for me to receive messages that I have actually recharge my phone, I just recharged and I've been waiting for about 30 min, I even recharged again, same thing, but I've been debited , this app need so much work to be done it , the app is poor",Mobile Data,slow_internet
C001960,"Prolonged internet outage, tardy response",Network Quality,total_outage
C001961,As much as I love the app UI design. I'll have given 5 star if can understand how my balance would be ₦O.3166. Is 100 Kobo not equal to ₦1 anymore?,Billing & VAS,unexplained_deduction
C001962,"Terrible app, I wish I can re-download former app.. This is a meesed up app. Nothing is working, can't share data, airtime, in fact nothing is loading in this so called upgraded version",Billing & VAS,unexplained_deduction
C001963,"App is below par compared to the other one about to be shut down. For instance, loading data on a linked number would expire the session. Linking the number takes forever. You really have a lot to do",Mobile Data,abnormal_data_drain
C001964,"To transfer is going but recharge or buy airtime is still difficult asking for more secure code, but my phone has been showing 'Emergency Calls Only' and completely zero signal bars all day.",Network Quality,total_outage
